CaseID,resp_seq,contest_no,profile,Chosen_Immigrant,Gender,Education,Language Skills,Country of Origin,Job,Job Experience,Job Plans,Reason for Application,Prior Entry
1037,909,3,2,0,female,4th grade,used interpreter,France,child care provider,none,no plans to look for work,seek better job,six months with family
1037,909,4,1,0,female,4th grade,broken English,Germany,nurse,none,will look for work,seek better job,once w/o authorization
1037,909,4,2,1,female,two-year college,fluent English,Sudan,nurse,3-5 years,no plans to look for work,escape persecution,never
1037,909,5,1,1,male,graduate degree,broken English,Somalia,teacher,3-5 years,interviews with employer,reunite with family,once as tourist
1037,909,5,2,0,male,two-year college,broken English,China,child care provider,5+ years,contract with employer,seek better job,six months with family
1038,910,1,1,1,male,graduate degree,tried English but unable,China,waiter,1-2 years,contract with employer,seek better job,once as tourist
1038,910,1,2,0,female,two-year college,fluent English,China,gardener,5+ years,will look for work,escape persecution,once as tourist
1038,910,2,1,0,female,high school,fluent English,Mexico,nurse,1-2 years,interviews with employer,seek better job,never
1038,910,2,2,1,female,college degree,used interpreter,India,research scientist,5+ years,contract with employer,seek better job,many times as tourist
1038,910,3,1,0,female,college degree,tried English but unable,Sudan,waiter,1-2 years,interviews with employer,seek better job,once as tourist
1038,910,3,2,1,female,no formal,used interpreter,Mexico,construction worker,5+ years,contract with employer,reunite with family,once w/o authorization
1038,910,4,1,0,female,two-year college,tried English but unable,Somalia,gardener,3-5 years,no plans to look for work,reunite with family,many times as tourist
1038,910,4,2,1,female,college degree,broken English,Poland,nurse,3-5 years,interviews with employer,reunite with family,once as tourist
1038,910,5,1,0,male,high school,tried English but unable,India,janitor,5+ years,will look for work,seek better job,many times as tourist
1038,910,5,2,1,female,high school,fluent English,Mexico,gardener,5+ years,will look for work,reunite with family,never
1039,911,1,1,1,female,two-year college,fluent English,Germany,child care provider,none,no plans to look for work,seek better job,six months with family
1039,911,1,2,0,male,8th grade,broken English,Poland,waiter,none,interviews with employer,reunite with family,many times as tourist
1039,911,2,1,0,male,4th grade,fluent English,Somalia,teacher,none,no plans to look for work,reunite with family,many times as tourist
1039,911,2,2,1,male,8th grade,used interpreter,Sudan,child care provider,none,will look for work,reunite with family,never
1039,911,3,1,0,male,two-year college,broken English,Poland,financial analyst,none,no plans to look for work,seek better job,many times as tourist
1039,911,3,2,1,male,two-year college,tried English but unable,Philippines,janitor,5+ years,will look for work,reunite with family,never
1039,911,4,1,0,male,college degree,fluent English,Philippines,nurse,none,will look for work,seek better job,many times as tourist
1039,911,4,2,1,female,college degree,fluent English,Poland,nurse,3-5 years,contract with employer,seek better job,once as tourist
1039,911,5,1,1,female,8th grade,fluent English,Poland,nurse,1-2 years,interviews with employer,seek better job,many times as tourist
1039,911,5,2,0,male,4th grade,used interpreter,Germany,construction worker,1-2 years,will look for work,seek better job,six months with family
1040,912,1,1,1,female,college degree,used interpreter,France,research scientist,5+ years,contract with employer,seek better job,six months with family
1040,912,1,2,0,male,8th grade,fluent English,Somalia,janitor,3-5 years,will look for work,reunite with family,many times as tourist
1040,912,2,1,1,female,high school,fluent English,Germany,janitor,3-5 years,will look for work,reunite with family,many times as tourist
1040,912,2,2,0,female,no formal,broken English,France,waiter,3-5 years,will look for work,reunite with family,never
1040,912,3,1,1,female,college degree,used interpreter,Germany,doctor,none,no plans to look for work,reunite with family,once w/o authorization
1040,912,3,2,0,male,8th grade,used interpreter,China,child care provider,3-5 years,contract with employer,seek better job,many times as tourist
1040,912,4,1,1,female,high school,broken English,France,teacher,1-2 years,contract with employer,reunite with family,once as tourist
1040,912,4,2,0,male,graduate degree,tried English but unable,Germany,computer programmer,3-5 years,contract with employer,reunite with family,once as tourist
1040,912,5,1,1,female,college degree,fluent English,China,construction worker,none,no plans to look for work,reunite with family,once as tourist
1040,912,5,2,0,female,no formal,tried English but unable,Iraq,construction worker,1-2 years,contract with employer,reunite with family,once as tourist
1041,913,1,1,1,male,high school,tried English but unable,Philippines,construction worker,3-5 years,will look for work,reunite with family,never
1041,913,1,2,0,female,8th grade,tried English but unable,Iraq,janitor,none,interviews with employer,escape persecution,once w/o authorization
1041,913,2,1,1,male,no formal,tried English but unable,Poland,waiter,3-5 years,interviews with employer,reunite with family,never
1041,913,2,2,0,female,high school,used interpreter,Iraq,waiter,3-5 years,no plans to look for work,reunite with family,once as tourist
1041,913,3,1,0,female,8th grade,tried English but unable,Somalia,child care provider,5+ years,contract with employer,seek better job,never
1041,913,3,2,1,female,4th grade,broken English,Somalia,waiter,3-5 years,will look for work,reunite with family,never
1041,913,4,1,0,male,4th grade,tried English but unable,China,janitor,5+ years,no plans to look for work,escape persecution,once as tourist
1041,913,4,2,1,female,8th grade,used interpreter,Germany,construction worker,5+ years,no plans to look for work,reunite with family,once w/o authorization
1041,913,5,1,1,male,two-year college,broken English,France,gardener,3-5 years,will look for work,reunite with family,many times as tourist
1041,913,5,2,0,male,college degree,broken English,France,teacher,none,will look for work,seek better job,once w/o authorization
1042,914,1,1,1,female,no formal,broken English,India,gardener,none,interviews with employer,seek better job,never
1042,914,1,2,0,male,high school,tried English but unable,Philippines,nurse,1-2 years,interviews with employer,seek better job,many times as tourist
1042,914,2,1,0,female,college degree,broken English,Somalia,computer programmer,none,contract with employer,seek better job,once w/o authorization
1042,914,2,2,1,female,high school,fluent English,Sudan,child care provider,none,no plans to look for work,reunite with family,six months with family
1042,914,3,1,1,female,no formal,tried English but unable,Sudan,child care provider,1-2 years,no plans to look for work,escape persecution,six months with family
1042,914,3,2,0,male,college degree,tried English but unable,Mexico,research scientist,none,no plans to look for work,seek better job,once w/o authorization
1042,914,4,1,0,female,high school,tried English but unable,Poland,nurse,5+ years,will look for work,reunite with family,many times as tourist
1042,914,4,2,1,male,4th grade,tried English but unable,Mexico,construction worker,3-5 years,interviews with employer,reunite with family,once as tourist
1042,914,5,1,0,female,4th grade,tried English but unable,Poland,child care provider,5+ years,no plans to look for work,seek better job,once as tourist
1042,914,5,2,1,female,8th grade,used interpreter,China,construction worker,1-2 years,interviews with employer,seek better job,six months with family
1043,915,1,1,0,female,4th grade,tried English but unable,Iraq,janitor,1-2 years,no plans to look for work,reunite with family,six months with family
1043,915,1,2,1,female,8th grade,fluent English,Iraq,child care provider,5+ years,contract with employer,seek better job,six months with family
1043,915,2,1,0,female,8th grade,broken English,France,child care provider,none,no plans to look for work,reunite with family,many times as tourist
1043,915,2,2,1,male,college degree,fluent English,Philippines,child care provider,1-2 years,contract with employer,reunite with family,six months with family
1043,915,3,1,1,female,graduate degree,fluent English,Sudan,janitor,1-2 years,will look for work,reunite with family,many times as tourist
1043,915,3,2,0,female,graduate degree,tried English but unable,China,teacher,none,interviews with employer,seek better job,once as tourist
1043,915,4,1,0,female,4th grade,broken English,Poland,construction worker,3-5 years,interviews with employer,seek better job,many times as tourist
1043,915,4,2,1,female,8th grade,broken English,China,gardener,none,contract with employer,seek better job,once w/o authorization
1043,915,5,1,1,male,graduate degree,tried English but unable,Philippines,gardener,none,will look for work,seek better job,many times as tourist
1043,915,5,2,0,male,4th grade,tried English but unable,Philippines,construction worker,5+ years,no plans to look for work,seek better job,six months with family
1044,916,1,1,1,female,college degree,tried English but unable,Germany,teacher,3-5 years,contract with employer,seek better job,six months with family
